Date,vaderSentiment,BERTSentiment,SpaCySentiment
2020-07-25,0.132,-0.9950915575027466,-0.25
2020-07-25,0.038000000000000006,0.9884336590766907,0.5
2020-07-25,-0.11,-0.9770946502685547,0.0
2020-07-25,0.256,0.9995077252388,0.0
2020-07-25,0.173,-0.9869384169578552,0.0
2020-07-25,-0.09,-0.9973705410957336,-0.6999999999999998
2020-07-25,0.0,0.8959511518478394,0.05000000000000002
2020-07-25,0.0,-0.970134437084198,0.0
2020-07-25,0.403,-0.9479219913482666,0.7
2020-07-25,0.205,0.8603054881095886,0.0
2020-07-25,-0.10300000000000001,-0.9995501041412354,0.0
2020-07-25,0.0,-0.9957645535469055,0.0
2020-07-25,0.32599999999999996,-0.9943485856056213,0.5
2020-07-25,0.106,0.9869503974914551,0.2
2020-07-25,0.0,-0.7900246381759644,0.0
2020-07-25,0.0,-0.8725714683532715,0.0
2020-07-25,0.0,-0.9510012269020081,0.0
2020-07-25,0.0,-0.9806146025657654,0.16666666666666666
2020-07-25,-0.186,0.8848989009857178,0.4
2020-07-25,0.122,0.6116108298301697,0.03333333333333333
2020-07-25,0.162,0.5042609572410583,0.35
2020-07-25,0.0,-0.9768065214157104,0.0
2020-07-25,-0.032,-0.9961222410202026,-0.03333333333333333
2020-07-25,0.227,0.9272905588150024,0.125
2020-07-25,0.0,0.5681005120277405,0.0
2020-07-25,0.175,-0.982513964176178,0.22727272727272727
2020-07-25,0.0,-0.9942389130592346,0.0
2020-07-25,-0.021000000000000005,-0.9897942543029785,0.0
2020-07-25,0.169,-0.8949587345123291,0.10909090909090909
2020-07-25,0.28,-0.9770771265029907,0.4
2020-07-25,0.0,-0.9994342923164368,0.0
2020-07-25,0.159,-0.9803627729415894,0.11363636363636363
2020-07-25,-0.13,-0.9996923804283142,-0.19999999999999998
2020-07-25,0.0,-0.9825989603996277,0.0
2020-07-25,0.243,0.9852597713470459,0.5
2020-07-25,0.0,0.853751540184021,0.13636363636363635
2020-07-25,-0.01200000000000001,-0.9983793497085571,-0.21875
2020-07-25,0.278,0.9970462322235107,0.5
2020-07-25,-0.0050000000000000044,-0.9348128437995911,0.5
2020-07-25,0.0,-0.9833903908729553,0.13636363636363635
2020-07-25,-0.126,0.9973527789115906,0.0
2020-07-25,0.154,0.9972156882286072,0.2375
2020-07-25,0.247,0.9213604927062988,0.0
2020-07-25,-0.010999999999999982,-0.947838544845581,0.22727272727272727
2020-07-25,0.241,-0.9197542071342468,0.26785714285714285
2020-07-25,0.0,0.8501765131950378,0.0
2020-07-25,0.0,-0.9966428875923157,0.0
2020-07-25,-0.071,0.9271552562713623,0.0
2020-07-25,-0.071,0.9271552562713623,0.0
2020-07-25,0.0,0.6416781544685364,0.0
2020-07-25,-0.071,0.9271552562713623,0.0
2020-07-25,-0.071,0.9271552562713623,0.0
2020-07-25,-0.071,0.9271552562713623,0.0
2020-07-25,0.062,-0.8767560720443726,0.0
2020-07-25,-0.071,0.9271552562713623,0.0
